x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.6701114177703857,0.7880775928497314,0.6198157668113708,0.7497131824493408,0.5813587307929993,0.6827329397201538,0.5564371347427368,0.6355582475662231,0.5265331864356995,0.6113897562026978,0.6209065914154053,0.5827832818031311,0.5889407396316528,0.599647045135498,0.589669406414032,0.6580206751823425,0.6002931594848633,0.6792770624160767,0.6507845520973206,0.5808420181274414,0.6230810284614563,0.6085814833641052,0.6217949390411377,0.6667783856391907,0.6326677203178406,0.679045557975769,0.6803193688392639,0.5957821011543274,0.6535168886184692,0.6170153021812439,0.6486290693283081,0.670358419418335,0.6589431762695312,0.6810579299926758,0.7083014845848083,0.6187105178833008,0.6876584887504578,0.625034511089325,0.6775727272033691,0.6654570698738098,0.6832571029663086,0.6778585314750671,A
0.6707296371459961,0.7874768972396851,0.6215279698371887,0.7510146498680115,0.5838600397109985,0.6889910697937012,0.5593597292900085,0.6417036056518555,0.5319038033485413,0.6181913018226624,0.6151866912841797,0.6210625767707825,0.6005771160125732,0.5947251319885254,0.59714275598526,0.6421316266059875,0.6034945249557495,0.6684101819992065,0.6440353393554688,0.6181957125663757,0.6336147785186768,0.5896411538124084,0.6239879727363586,0.644398033618927,0.6304258108139038,0.671396791934967,0.6735446453094482,0.6254756450653076,0.6623597145080566,0.5989241600036621,0.6508777141571045,0.6507686972618103,0.6570271253585815,0.6779134273529053,0.7029932141304016,0.640824019908905,0.6953285336494446,0.6129363179206848,0.6807729601860046,0.6476383209228516,0.6813600063323975,0.6721022725105286,A
0.7046425938606262,0.7438943982124329,0.6537207365036011,0.6980677247047424,0.6155497431755066,0.6279451847076416,0.5859274864196777,0.5732585787773132,0.5553482174873352,0.5455566048622131,0.6454079151153564,0.553195595741272,0.6330010294914246,0.5374114513397217,0.6395905613899231,0.5849422812461853,0.6449268460273743,0.6110959053039551,0.6754969358444214,0.5474058389663696,0.663079023361206,0.5370243787765503,0.6649342179298401,0.5972375273704529,0.6688153743743896,0.6113479733467102,0.7055524587631226,0.5574874877929688,0.6966352462768555,0.5518396496772766,0.692284107208252,0.6011577844619751,0.6942053437232971,0.6108734011650085,0.7332451939582825,0.5751607418060303,0.7244762182235718,0.560612142086029,0.7165951132774353,0.596306324005127,0.7172768712043762,0.6065858006477356,A
0.7028077840805054,0.7288263440132141,0.654854953289032,0.6893371343612671,0.6172007322311401,0.6240851879119873,0.5865428447723389,0.5689763426780701,0.5555492043495178,0.5419912338256836,0.6430020928382874,0.5355045795440674,0.6324860453605652,0.5259205102920532,0.6406645774841309,0.5848710536956787,0.646335780620575,0.6096593141555786,0.6748449802398682,0.5327615141868591,0.6647029519081116,0.5335472226142883,0.6670730113983154,0.5984792113304138,0.670714795589447,0.6079257726669312,0.7062039375305176,0.5453536510467529,0.6994574069976807,0.5470476150512695,0.6940087080001831,0.5999692678451538,0.6954771280288696,0.6088955998420715,0.734127402305603,0.5630286931991577,0.7293045520782471,0.5491942763328552,0.7184436321258545,0.5867713093757629,0.7171562910079956,0.5989000797271729,A
0.7143780589103699,0.7075541019439697,0.6685890555381775,0.6746475100517273,0.6328051090240479,0.6054288148880005,0.603538453578949,0.5484296083450317,0.5680899620056152,0.5232409834861755,0.6517752408981323,0.5134941935539246,0.6508382558822632,0.5054038166999817,0.6575296521186829,0.5541538000106812,0.6591579914093018,0.5715478658676147,0.6833057403564453,0.5014228224754333,0.6830725073814392,0.5045088529586792,0.6847954392433167,0.5654792189598083,0.6831299066543579,0.5739678740501404,0.7150359749794006,0.5090873837471008,0.7156357169151306,0.5158206224441528,0.7113600969314575,0.5668007135391235,0.7089911103248596,0.5738965272903442,0.7432872653007507,0.5248504281044006,0.7420561909675598,0.5221647024154663,0.7332419157028198,0.5603561401367188,0.7303627729415894,0.569421648979187,A
0.7114899158477783,0.7056688666343689,0.6665781736373901,0.673974335193634,0.6296690702438354,0.6037341356277466,0.6002220511436462,0.5462405681610107,0.5669643878936768,0.5195150971412659,0.6491693258285522,0.5167000889778137,0.6506595611572266,0.5066471099853516,0.6602850556373596,0.5595960021018982,0.6630523800849915,0.5752239227294922,0.6817153692245483,0.5056828856468201,0.6831269264221191,0.5043491125106812,0.6858623027801514,0.5697576403617859,0.6842346787452698,0.5761796832084656,0.7142838835716248,0.5122493505477905,0.716093897819519,0.5164476037025452,0.7124084234237671,0.5717183947563171,0.7096437215805054,0.5787055492401123,0.7441460490226746,0.5253874659538269,0.74360191822052,0.5175529718399048,0.7358799576759338,0.5560756921768188,0.7324869632720947,0.56460040807724,A
0.7112047076225281,0.7049479484558105,0.6668679714202881,0.6719444394111633,0.6297245025634766,0.6015140414237976,0.6001569628715515,0.5456740856170654,0.5662131905555725,0.5194388031959534,0.6492867469787598,0.5119533538818359,0.6512814164161682,0.5048021674156189,0.6613712310791016,0.5579339861869812,0.6637960076332092,0.5766162276268005,0.6815369725227356,0.5005902051925659,0.6831586956977844,0.5047829747200012,0.6868841648101807,0.5692460536956787,0.6851059198379517,0.5781834125518799,0.7140337824821472,0.5082207322120667,0.7160849571228027,0.516990602016449,0.7130885124206543,0.5709580183029175,0.7097023725509644,0.5793147087097168,0.7438003420829773,0.5232926607131958,0.7437425255775452,0.5191269516944885,0.7362843155860901,0.5572206377983093,0.7320095300674438,0.5660135746002197,A
0.718539297580719,0.6969990134239197,0.6738685369491577,0.6642632484436035,0.636663556098938,0.5964452028274536,0.6066022515296936,0.5394424200057983,0.5728554725646973,0.5164535045623779,0.656518816947937,0.5186833143234253,0.658412754535675,0.4888349771499634,0.6645975708961487,0.5379768013954163,0.6663105487823486,0.561488687992096,0.6885524392127991,0.5089461803436279,0.692243754863739,0.4860610365867615,0.6919440031051636,0.5524947047233582,0.68846595287323,0.5636944770812988,0.7195393443107605,0.5145543813705444,0.7238699793815613,0.49990248680114746,0.7180372476577759,0.5537420511245728,0.7141179442405701,0.5628273487091064,0.7474192976951599,0.5258899927139282,0.749448299407959,0.5094214081764221,0.739823579788208,0.54695725440979,0.7355750203132629,0.5565487146377563,A
0.7176219820976257,0.6988250017166138,0.6734923124313354,0.6646914482116699,0.6358626484870911,0.5979841947555542,0.604925274848938,0.539971649646759,0.5719864368438721,0.5147863626480103,0.657414436340332,0.5199663639068604,0.6590510010719299,0.48629963397979736,0.6666542887687683,0.5421051979064941,0.6687330007553101,0.5678820610046387,0.6899573802947998,0.510713517665863,0.6914918422698975,0.4861888289451599,0.6926933526992798,0.5555880069732666,0.690004825592041,0.5666804909706116,0.7208938002586365,0.5153843760490417,0.7236765027046204,0.499421089887619,0.7184330224990845,0.5567327737808228,0.7145224213600159,0.5689072012901306,0.7486637830734253,0.5253812670707703,0.7498068809509277,0.5048365592956543,0.7413302659988403,0.5426989793777466,0.7371108531951904,0.5543891191482544,A
0.7233158946037292,0.6904987096786499,0.6791641712188721,0.6578180193901062,0.6416313052177429,0.5882786512374878,0.6128454804420471,0.531612753868103,0.578933835029602,0.5086926817893982,0.6615799069404602,0.5169953107833862,0.6623578071594238,0.4762597680091858,0.6678401231765747,0.5261905193328857,0.6690439581871033,0.5514639616012573,0.6931930184364319,0.508269190788269,0.6957811713218689,0.4781244993209839,0.6954752206802368,0.5439046621322632,0.6910906434059143,0.5536718964576721,0.7232669591903687,0.5112923979759216,0.726417601108551,0.48693886399269104,0.7210750579833984,0.5406801104545593,0.7167552709579468,0.5511932969093323,0.7500544786453247,0.518092930316925,0.7512438893318176,0.4930483400821686,0.7431513667106628,0.5296940207481384,0.739204466342926,0.5416246652603149,A
0.7221297025680542,0.6909531950950623,0.6782070398330688,0.6565747261047363,0.641047477722168,0.5874394774436951,0.6116438508033752,0.5321614146232605,0.5781940817832947,0.5077698230743408,0.6616010665893555,0.5185261368751526,0.6642276644706726,0.4760691225528717,0.67119961977005,0.530504584312439,0.6719715595245361,0.5566813945770264,0.6934510469436646,0.5105181932449341,0.6963610649108887,0.4803014397621155,0.6976822018623352,0.5478734970092773,0.6934541463851929,0.5581429600715637,0.7237604856491089,0.513199508190155,0.7263540625572205,0.4860365092754364,0.7220498919487,0.5426188707351685,0.717445433139801,0.5554206967353821,0.7505055665969849,0.5197217464447021,0.7521883249282837,0.49082261323928833,0.744636058807373,0.5282648205757141,0.7402568459510803,0.5418469309806824,A
0.7228745222091675,0.6912556290626526,0.6793394088745117,0.6563907265663147,0.6416786909103394,0.5871425271034241,0.6117799878120422,0.5318105816841125,0.5787286162376404,0.5078405141830444,0.6617538332939148,0.5184710025787354,0.6640225052833557,0.4768277108669281,0.6714831590652466,0.5303046107292175,0.6723058223724365,0.5562806725502014,0.693324625492096,0.5102003216743469,0.6958082318305969,0.4799625277519226,0.6975646615028381,0.5469611883163452,0.6933785676956177,0.558261513710022,0.7236984968185425,0.5127971768379211,0.7263206839561462,0.4855044186115265,0.7221935987472534,0.5418258309364319,0.7173821330070496,0.5558578372001648,0.7508063316345215,0.5196328163146973,0.752371609210968,0.49085476994514465,0.7447071075439453,0.5280683636665344,0.7400394082069397,0.5420480966567993,A
